"Clave de la
Entidad
Federativa",Entidad Federativa,"Clave del
Municipio",Municipio,"Atención
Especial"
30,VERACRUZ DE IGNACIO DE LA LLAVE,110,MIXTLA DE ALTAMIRANO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,111,MOLOACAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,112,NAOLINCO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,113,NARANJAL,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,114,NAUTLA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,115,NOGALES,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,116,OLUTA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,117,OMEALCA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,118,ORIZABA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,119,OTATITLAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,120,OTEAPAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,121,OZULUAMA DE MASCAREÑAS,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,122,PAJAPAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,123,PANUCO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,124,PAPANTLA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,125,PASO DEL MACHO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,126,PASO DE OVEJAS,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,127,LA PERLA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,128,PEROTE,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,129,PLATON SANCHEZ,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,130,PLAYA VICENTE,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,131,POZA RICA DE HIDALGO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,132,LAS VIGAS DE RAMIREZ,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,133,PUEBLO VIEJO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,134,PUENTE NACIONAL,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,135,RAFAEL DELGADO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,136,RAFAEL LUCIO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,138,RIO BLANCO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,139,SALTABARRANCA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,140,SAN ANDRES TENEJAPAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,141,SAN ANDRES TUXTLA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,142,SAN JUAN EVANGELISTA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,143,SANTIAGO TUXTLA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,144,SAYULA DE ALEMAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,145,SOCONUSCO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,146,SOCHIAPA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,147,SOLEDAD ATZOMPA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,148,SOLEDAD DE DOBLADO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,149,SOTEAPAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,150,TAMALIN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,151,TAMIAHUA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,153,TANCOCO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,154,TANTIMA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,155,TANTOYUCA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,156,TATATILA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,157,CASTILLO DE TEAYO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,158,TECOLUTLA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,159,TEHUIPANGO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,160,ALAMO TEMAPACHE,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,161,TEMPOAL,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,162,TENAMPA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,163,TENOCHTITLAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,164,TEOCELO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,166,TEPETLAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,167,TEPETZINTLA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,168,TEQUILA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,169,JOSE AZUETA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,171,TEXHUACAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,172,TEXISTEPEC,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,173,TEZONAPA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,174,TIERRA BLANCA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,175,TIHUATLAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,176,TLACOJALPAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,177,TLACOLULAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,178,TLACOTALPAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,179,TLACOTEPEC DE MEJIA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,181,TLALIXCOYAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,182,TLALNELHUAYOCAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,183,TLAPACOYAN,1

30,VERACRUZ DE IGNACIO DE LA LLAVE,184,TLAQUILPA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,185,TLILAPAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,186,TOMATLAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,187,TONAYAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,188,TOTUTLA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,189,TUXPAN,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,190,TUXTILLA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,192,VEGA DE ALATORRE,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,193,VERACRUZ,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,194,VILLA ALDAMA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,195,XOXOCOTLA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,196,YANGA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,197,YECUATLA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,199,ZARAGOZA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,200,ZENTLA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,201,ZONGOLICA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,202,ZONTECOMATLAN DE LOPEZ Y FUENTES,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,203,ZOZOCOLCO DE HIDALGO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,204,AGUA DULCE,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,206,NANCHITAL DE LAZARO CARDENAS DEL RIO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,207,TRES VALLES,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,208,CARLOS A. CARRILLO,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,210,UXPANAPA,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,211,SAN RAFAEL,1
30,VERACRUZ DE IGNACIO DE LA LLAVE,212,SANTIAGO SOCHIAPAN,1
31,YUCATAN,001,ABALA,1
31,YUCATAN,002,ACANCEH,1
31,YUCATAN,003,AKIL,1
31,YUCATAN,004,BACA,1
31,YUCATAN,005,BOKOBA,1
31,YUCATAN,006,BUCTZOTZ,1
31,YUCATAN,007,CACALCHEN,1
31,YUCATAN,008,CALOTMUL,1
31,YUCATAN,009,CANSAHCAB,1
31,YUCATAN,010,CANTAMAYEC,1
31,YUCATAN,011,CELESTUN,1
31,YUCATAN,012,CENOTILLO,1
31,YUCATAN,013,CONKAL,1
31,YUCATAN,014,CUNCUNUL,1
31,YUCATAN,015,CUZAMA,1
31,YUCATAN,016,CHACSINKIN,1
31,YUCATAN,017,CHANKOM,1
31,YUCATAN,018,CHAPAB,1
31,YUCATAN,019,CHEMAX,1
31,YUCATAN,020,CHICXULUB PUEBLO,1
31,YUCATAN,021,CHICHIMILA,1
31,YUCATAN,022,CHIKINDZONOT,1
31,YUCATAN,023,CHOCHOLA,1
31,YUCATAN,024,CHUMAYEL,1
31,YUCATAN,025,DZAN,1
31,YUCATAN,026,DZEMUL,1
31,YUCATAN,027,DZIDZANTUN,1
31,YUCATAN,028,DZILAM DE BRAVO,1
31,YUCATAN,029,DZILAM GONZALEZ,1
31,YUCATAN,030,DZITAS,1
31,YUCATAN,031,DZONCAUICH,1
31,YUCATAN,032,ESPITA,1
31,YUCATAN,033,HALACHO,1
31,YUCATAN,034,HOCABA,1
31,YUCATAN,035,HOCTUN,1
31,YUCATAN,036,HOMUN,1
31,YUCATAN,037,HUHI,1
31,YUCATAN,038,HUNUCMA,1
31,YUCATAN,039,IXIL,1
31,YUCATAN,040,IZAMAL,1
31,YUCATAN,041,KANASIN,1
31,YUCATAN,042,KANTUNIL,1
31,YUCATAN,043,KAUA,1
31,YUCATAN,044,KINCHIL,1
31,YUCATAN,045,KOPOMA,1
31,YUCATAN,046,MAMA,1
31,YUCATAN,047,MANI,1
31,YUCATAN,048,MAXCANU,1
31,YUCATAN,049,MAYAPAN,1
31,YUCATAN,050,MERIDA,1
31,YUCATAN,051,MOCOCHA,1
31,YUCATAN,052,MOTUL,1
31,YUCATAN,053,MUNA,1
31,YUCATAN,054,MUXUPIP,1
31,YUCATAN,055,OPICHEN,1
31,YUCATAN,056,OXKUTZCAB,1
31,YUCATAN,057,PANABA,1
31,YUCATAN,058,PETO,1
31,YUCATAN,059,PROGRESO,1
31,YUCATAN,060,QUINTANA ROO,1
31,YUCATAN,061,RIO LAGARTOS,1

31,YUCATAN,062,SACALUM,1
31,YUCATAN,063,SAMAHIL,1
31,YUCATAN,066,SANTA ELENA,1
31,YUCATAN,067,SEYE,1
31,YUCATAN,068,SINANCHE,1
31,YUCATAN,069,SOTUTA,1
31,YUCATAN,070,SUCILA,1
31,YUCATAN,071,SUDZAL,1
31,YUCATAN,072,SUMA,1
31,YUCATAN,074,TAHMEK,1
31,YUCATAN,075,TEABO,1
31,YUCATAN,076,TECOH,1
31,YUCATAN,077,TEKAL DE VENEGAS,1
31,YUCATAN,078,TEKANTO,1
31,YUCATAN,079,TEKAX,1
31,YUCATAN,080,TEKIT,1
31,YUCATAN,081,TEKOM,1
31,YUCATAN,082,TELCHAC PUEBLO,1
31,YUCATAN,083,TELCHAC PUERTO,1
31,YUCATAN,084,TEMAX,1
31,YUCATAN,085,TEMOZON,1
31,YUCATAN,086,TEPAKAN,1
31,YUCATAN,087,TETIZ,1
31,YUCATAN,088,TEYA,1
31,YUCATAN,089,TICUL,1
31,YUCATAN,090,TIMUCUY,1
31,YUCATAN,091,TINUM,1
31,YUCATAN,092,TIXCACALCUPUL,1
31,YUCATAN,093,TIXKOKOB,1
31,YUCATAN,094,TIXMEHUAC,1
31,YUCATAN,095,TIXPEHUAL,1
31,YUCATAN,096,TIZIMIN,1
31,YUCATAN,097,TUNKAS,1
31,YUCATAN,098,TZUCACAB,1
31,YUCATAN,099,UAYMA,1
31,YUCATAN,100,UCU,1
31,YUCATAN,101,UMAN,1
31,YUCATAN,102,VALLADOLID,1
31,YUCATAN,103,XOCCHEL,1
31,YUCATAN,104,YAXCABA,1
31,YUCATAN,105,YAXKUKUL,1
31,YUCATAN,106,YOBAIN,1
32,ZACATECAS,005,CALERA,1
32,ZACATECAS,007,CONCEPCION DEL ORO,1
32,ZACATECAS,010,FRESNILLO,1
32,ZACATECAS,016,GENERAL PANFILO NATERA,1
32,ZACATECAS,017,GUADALUPE,1
32,ZACATECAS,019,JALPA,1
32,ZACATECAS,020,JEREZ,1
32,ZACATECAS,024,LORETO,1
32,ZACATECAS,025,LUIS MOYA,1
32,ZACATECAS,032,MORELOS,1
32,ZACATECAS,035,NORIA DE ANGELES,1
32,ZACATECAS,036,OJOCALIENTE,1
32,ZACATECAS,038,PINOS,1
32,ZACATECAS,040,SAIN ALTO,1
32,ZACATECAS,050,VETAGRANDE,1
32,ZACATECAS,051,VILLA DE COS,1
32,ZACATECAS,052,VILLA GARCIA,1
32,ZACATECAS,053,VILLA GONZALEZ ORTEGA,1
32,ZACATECAS,056,ZACATECAS,1
32,ZACATECAS,057,TRANCOSO,1
